SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN
105171,0,F,N,Y,0
105173,0,F,Y,Y,2
105174,0,F,N,N,0
105175,0,F,N,Y,1
105177,0,F,Y,Y,1
105178,0,M,Y,Y,0
105179,0,F,N,Y,1
105180,0,M,N,N,0
105181,1,F,N,N,2
105182,0,M,N,Y,2
105183,0,F,Y,Y,0
105184,0,F,N,Y,0
105185,0,F,N,Y,0
105186,0,F,N,Y,0
105187,0,F,N,Y,0
105188,0,M,Y,Y,1
105189,0,F,N,Y,0
105190,0,F,N,Y,0
105192,0,F,Y,Y,0
105193,0,M,N,N,1
105194,0,F,N,Y,0
105198,0,F,N,Y,0
105199,0,M,Y,N,0
105200,1,M,Y,N,2
105201,0,F,N,N,0
105202,0,M,N,Y,0
105205,0,F,Y,Y,1
105206,0,F,N,Y,1
105207,0,F,N,Y,3
105208,0,M,N,Y,1
105209,0,F,N,Y,0
105210,0,F,N,Y,1
105211,0,F,Y,Y,2
105212,0,F,Y,Y,0
105213,0,F,N,Y,1
105214,0,F,N,N,0
105215,0,F,N,Y,4
105216,0,F,N,N,1
105217,0,F,Y,Y,0
105218,0,F,Y,N,0
105219,0,M,N,Y,0
105220,0,F,N,Y,0
105221,0,F,Y,Y,1
105222,0,F,Y,N,0
105224,0,F,Y,N,0
105225,0,F,N,Y,1
105226,0,F,Y,N,2
105229,0,F,N,Y,0
105232,0,F,N,N,0
105233,0,M,N,Y,0
105234,0,F,Y,Y,1
105235,0,F,N,Y,1
105236,0,M,Y,Y,0
105237,0,F,N,Y,2
105238,0,M,Y,Y,0
105240,0,F,N,Y,1
105241,0,F,N,Y,0
105243,0,F,Y,N,0
105246,0,F,N,Y,1
105247,1,F,N,N,0
105250,0,F,N,Y,0
105251,0,F,Y,Y,1
105252,0,F,Y,Y,0
105253,0,F,Y,Y,0
105254,0,F,Y,N,0
105255,0,M,Y,Y,2
105256,0,F,N,Y,1
105257,0,F,N,N,0
105259,1,F,N,N,0
105260,0,F,Y,N,0
105261,0,F,N,N,0
105262,0,F,Y,Y,0
105263,1,F,Y,Y,0
105264,0,F,N,Y,0
105265,0,F,N,Y,0
105267,0,F,N,Y,0
105268,0,F,Y,Y,0
105269,0,F,N,Y,1
105270,0,F,Y,Y,1
105272,0,F,Y,Y,0
105273,0,F,N,N,0
105274,0,F,Y,Y,3
105275,0,F,N,Y,0
105277,0,M,N,Y,0
105278,0,F,N,Y,0
105279,0,F,N,Y,0
105280,0,F,N,Y,1
105281,0,F,N,Y,1
105283,0,F,N,Y,0
105284,0,F,N,Y,0
105285,0,M,N,N,0
105286,0,F,N,Y,0
105287,0,F,Y,Y,0
105288,0,F,N,Y,0
105289,0,M,Y,Y,0
105290,0,F,N,N,0
105291,0,F,N,Y,0
105294,0,F,N,N,2
105295,0,F,N,Y,0
105296,0,F,N,Y,0
105298,0,F,Y,Y,1
105299,0,F,N,Y,0
105300,0,F,N,N,0
105301,0,F,N,Y,0
105302,0,F,Y,Y,1
105303,0,F,Y,Y,2
105304,0,F,N,N,0
105305,0,F,N,Y,0
105306,0,F,Y,Y,1
105307,0,F,N,N,0
105308,1,F,N,Y,1
105309,0,M,Y,Y,2
105310,0,F,N,Y,0
105311,1,F,N,Y,1
105312,0,M,Y,Y,1
105313,0,F,N,Y,0
105314,0,M,N,Y,2
105315,0,F,Y,Y,0
105316,0,F,N,N,0
105317,0,F,N,N,1
105319,1,F,N,Y,0
105320,0,F,N,N,0
105321,0,F,N,Y,0
105322,0,F,N,Y,0
105323,0,F,Y,Y,0
105324,0,F,N,N,1
105325,0,F,Y,Y,0
105326,1,F,Y,Y,1
105327,0,F,N,Y,0
105328,0,F,N,Y,0
105329,0,F,N,Y,0
105330,0,F,N,N,0
105331,0,F,N,Y,1
105334,0,F,N,N,0
105335,0,F,N,Y,0
105336,0,M,N,Y,0
105337,0,F,N,N,1
105338,0,M,N,Y,1
105339,1,F,N,Y,0
105340,0,F,N,Y,0
105341,0,M,Y,Y,0
105342,0,F,N,N,2
105346,0,F,Y,Y,2
105347,0,F,N,Y,0
105348,0,F,N,Y,0
105349,0,F,N,Y,0
105350,0,F,Y,Y,0
105351,0,F,N,N,1
105352,0,F,N,N,0
105353,0,M,N,N,0
105354,0,F,N,Y,0
105355,0,M,Y,Y,0
105356,0,F,N,N,0
105358,0,F,N,Y,0
105360,0,F,N,Y,0
105361,0,F,Y,Y,0
105362,0,F,Y,N,0
105363,1,F,Y,N,0
105364,0,F,N,Y,0
105365,0,M,Y,Y,1
105368,0,F,N,Y,0
105369,0,F,N,Y,1
105371,0,F,Y,N,2
105372,0,M,N,N,1
105373,0,F,N,Y,0
105374,0,F,N,Y,0
105375,0,M,N,N,0
105376,0,F,N,Y,0
105378,0,F,Y,Y,0
105380,0,F,N,N,1
105381,0,F,N,Y,0
105382,0,F,Y,Y,0
105383,1,F,N,Y,0
105385,0,F,N,Y,0
105386,0,F,Y,Y,0
105387,0,M,N,Y,1
105388,0,M,N,Y,0
105389,0,F,N,Y,1
105391,0,F,N,Y,0
105392,0,F,Y,Y,0
105393,0,F,N,N,0
105394,0,F,N,Y,1
105395,0,F,Y,Y,0
105396,0,F,Y,Y,0
105397,0,F,Y,Y,0
105398,0,F,Y,Y,1
105400,0,F,Y,Y,0
105401,0,M,Y,Y,0
105402,0,M,N,Y,0
105405,0,M,Y,Y,0
105406,0,F,N,Y,0
105408,0,F,N,N,1
105409,0,M,N,N,1
105410,1,F,N,Y,1
105411,0,M,Y,Y,1
105412,0,F,N,Y,0
105413,0,F,Y,Y,0
105415,0,F,N,Y,0
105416,0,M,Y,N,0
105418,0,M,Y,Y,0
105419,0,F,Y,Y,1
105420,0,F,N,Y,0
105421,0,F,Y,Y,2
105422,0,F,N,Y,2
105423,0,F,N,Y,0
105424,0,M,N,Y,0
105426,0,F,Y,N,1
105427,0,F,N,Y,0
105428,0,F,N,N,0
105429,0,M,N,N,0
105430,0,F,Y,N,0
105431,0,F,N,Y,2
105432,0,F,N,Y,1
105433,0,F,Y,Y,0
105434,0,F,N,N,2
105435,0,F,N,N,1
105436,0,M,N,Y,0
105437,0,M,Y,Y,0
105438,0,F,N,N,0
105439,0,F,Y,Y,1
105440,0,F,Y,Y,2
105441,0,F,Y,Y,1
105442,0,F,N,Y,0
105443,1,F,Y,Y,2
105444,1,F,N,Y,2
105445,0,F,Y,Y,1
105446,0,F,N,N,0
105447,0,F,N,Y,2
105448,0,F,N,Y,0
105449,0,F,N,N,0
105450,0,M,Y,N,0
105451,0,F,Y,Y,0
105453,0,M,N,Y,1
105455,1,F,N,N,0
105457,0,F,N,Y,1
105458,0,F,N,N,0
105459,0,F,N,N,0
105461,0,F,N,N,0
105462,0,F,N,Y,0
105463,0,F,N,Y,1
105464,0,M,N,Y,0
105465,0,F,Y,Y,0
105466,0,F,N,Y,0
105467,0,F,Y,Y,1
105468,0,F,Y,Y,1
105469,0,F,N,N,0
105472,1,F,N,Y,0
105473,0,F,Y,N,1
105474,0,F,N,Y,0
105475,0,M,N,N,0
105476,0,F,N,Y,0
105477,0,F,Y,Y,0
105478,0,F,N,N,1
105479,0,F,N,Y,0
105480,0,F,N,N,0
105481,0,F,Y,N,0
105482,0,F,Y,N,0
105484,0,F,N,Y,1
105485,0,F,N,N,0
105486,0,F,Y,Y,2
105487,0,F,Y,N,0
105488,0,F,Y,Y,2
105489,0,F,Y,Y,0
105490,0,F,N,Y,0
105491,0,M,N,N,0
105492,0,F,N,Y,1
105494,0,F,N,Y,0
105495,0,F,Y,Y,0
105496,1,F,N,Y,0
105497,0,M,N,Y,1
105498,0,F,N,Y,0
105499,0,F,Y,Y,2
105500,0,F,N,Y,0
105501,0,M,Y,Y,1
105502,0,F,Y,Y,0
105503,0,F,Y,N,1
105504,0,F,N,Y,0
105505,0,F,Y,Y,1
105506,1,F,Y,Y,1
105507,0,F,N,Y,0
105509,0,F,N,Y,2
105510,0,F,N,N,0
105511,0,M,N,N,1
105512,0,F,N,Y,0
105513,0,F,N,Y,0
105516,0,F,N,Y,0
105517,0,F,N,Y,0
105518,0,M,N,Y,0
105519,0,F,Y,Y,0
105520,0,M,Y,N,1
105521,0,F,N,Y,0
105522,0,F,N,N,1
105523,0,F,Y,Y,0
105524,0,F,N,Y,0
105525,0,F,N,N,0
105526,0,F,N,Y,0
105527,0,F,N,Y,0
105530,0,F,N,Y,0
105533,0,F,N,Y,0
105534,0,F,N,Y,0
105535,0,F,Y,N,0
105536,0,M,Y,Y,0
105537,0,F,N,Y,0
105538,0,F,N,Y,1
105539,0,M,N,Y,0
105540,0,M,Y,Y,0
105541,0,F,Y,Y,1
105542,0,F,N,Y,0
105543,0,F,N,N,0
105544,1,F,N,N,1
105545,0,F,N,Y,1
105546,0,F,N,Y,0
105548,0,F,N,N,0
105550,0,F,N,Y,0
105551,0,F,N,Y,0
105552,0,F,N,Y,0
105553,0,F,Y,Y,1
105554,0,M,N,Y,0
105555,0,F,N,Y,2
105556,0,F,N,N,0
105557,0,F,Y,Y,1
105559,0,F,N,Y,0
105560,0,F,N,Y,2
105561,0,F,N,N,0
105562,0,M,N,Y,1
105563,0,F,Y,Y,0
105564,0,F,N,Y,0
105565,0,F,N,N,1
105566,0,F,Y,N,2
105567,0,F,N,Y,0
105568,0,F,N,N,0
105569,0,M,N,Y,0
105570,0,F,N,Y,0
105571,0,F,Y,Y,0
105572,0,F,N,Y,0
105573,0,F,N,Y,0
105575,0,F,Y,Y,0
105576,0,M,N,N,1
105577,1,F,Y,Y,0
105579,0,F,Y,Y,2
105580,0,F,N,N,0
105581,0,F,N,Y,0
105582,0,F,N,Y,0
105583,0,F,N,Y,0
105585,0,F,N,Y,0
105586,0,F,Y,Y,1
105587,0,F,N,Y,1
105588,0,F,Y,Y,0
105589,0,F,Y,N,0
105590,0,F,Y,N,1
105591,0,F,N,Y,0
105592,0,F,N,N,0
105593,0,M,N,N,2
105594,0,F,Y,N,0
105596,0,M,Y,N,0
105597,0,F,N,Y,0
105598,0,F,Y,N,0
105600,0,F,N,Y,1
105601,0,F,N,N,0
105602,0,F,N,N,0
105603,0,F,Y,Y,0
105604,0,F,Y,N,2
105605,0,F,Y,Y,0
105606,0,F,Y,N,0
105607,0,F,N,Y,1
105608,0,M,N,Y,0
105609,0,F,N,N,0
105610,0,F,N,Y,1
105611,1,M,N,Y,0
105612,0,F,N,Y,0
105613,0,F,N,Y,1
105614,1,F,N,Y,0
105615,0,M,Y,Y,0
105616,0,F,N,Y,0
105619,0,F,N,Y,0
105620,0,M,N,Y,0
105622,0,F,N,N,0
105623,1,F,N,Y,0
105624,0,F,N,Y,0
105626,0,F,N,Y,1
105627,0,F,N,Y,0
105628,0,F,Y,Y,0
105631,0,F,N,N,0
105632,1,F,Y,N,1
105633,0,F,N,Y,1
105636,0,F,N,Y,1
105637,0,F,N,N,2
105638,0,M,N,Y,0
105639,1,F,Y,Y,0
105640,1,F,Y,Y,1
105642,0,F,N,Y,0
105643,0,M,N,Y,0
105644,0,F,N,Y,0
105645,0,F,N,N,1
105646,1,F,Y,N,0
105649,0,F,N,Y,0
105650,0,F,Y,Y,0
105651,0,F,N,N,0
105652,0,M,N,N,0
105653,1,F,N,N,1
105654,0,F,Y,Y,0
105656,0,F,N,Y,2
105658,0,F,Y,Y,0
105659,0,F,Y,Y,1
105660,0,F,N,Y,0
105661,0,M,Y,N,1
105662,1,F,Y,Y,0
105663,0,F,N,Y,0
105664,0,F,N,N,1
105665,0,F,N,Y,0
105666,0,F,N,N,0
105667,0,F,N,Y,0
105668,1,F,Y,Y,0
105669,0,M,Y,N,2
105670,0,F,N,Y,0
105671,0,F,N,N,1
105673,0,F,N,N,0
105674,0,F,N,Y,2
105675,0,M,Y,N,3
105676,0,F,Y,N,2
105677,0,M,N,Y,0
105679,0,F,N,Y,0
105680,0,F,N,Y,0
105681,0,F,N,Y,0
105683,1,F,N,N,0
105684,0,F,N,Y,0
105685,0,F,N,Y,0
105686,0,F,N,Y,0
105687,0,F,Y,Y,2
105688,1,F,N,Y,2
105689,0,F,N,Y,0
105690,0,F,N,Y,1
105693,0,F,Y,N,0
105694,0,F,Y,Y,0
105695,0,F,N,Y,0
105696,0,F,Y,Y,1
105697,0,F,Y,Y,0
105698,0,F,N,Y,0
105699,0,F,N,N,2
105700,0,F,N,Y,1
105702,1,M,N,Y,2
105703,0,M,Y,Y,0
105704,1,M,N,Y,0
105705,0,F,Y,Y,0
105707,0,M,Y,Y,0
105708,0,F,Y,Y,0
105709,0,F,N,N,2
105710,0,M,N,Y,1
105711,0,F,N,Y,0
105713,1,M,N,N,0
105714,1,F,Y,Y,0
105715,0,F,Y,Y,1
105716,0,F,N,Y,0
105718,0,F,Y,Y,0
105719,0,M,N,Y,0
105722,0,F,N,Y,0
105723,0,F,N,Y,1
105724,0,F,N,Y,0
105725,0,F,N,N,0
105726,0,M,Y,Y,0
105727,0,F,N,N,0
105728,0,F,Y,Y,0
105729,0,M,N,N,0
105730,0,F,N,Y,2
105731,0,F,N,N,0
105732,0,F,Y,Y,1
105733,0,F,N,Y,1
105739,0,F,N,N,2
105741,0,F,Y,N,0
105742,0,F,N,Y,0
105743,0,M,Y,N,0
105745,1,M,Y,Y,0
105746,0,F,N,N,0
105748,0,F,N,N,0
105750,0,M,Y,Y,0
105751,0,F,N,Y,2
105752,0,F,Y,Y,1
105753,0,F,Y,N,2
105755,0,M,Y,N,0
105756,0,F,N,N,0
105757,0,F,N,Y,0
105759,0,F,N,Y,0
105761,0,M,N,Y,0
105762,0,F,N,Y,0
105763,0,F,Y,Y,0
105764,0,F,N,N,0
105765,0,M,N,Y,3
105766,0,F,N,N,1
105768,0,F,Y,Y,1
105769,0,M,N,Y,0
105770,0,F,N,Y,2
105771,0,F,Y,Y,1
105772,0,F,N,Y,0
105773,0,F,N,N,0
105774,0,F,N,N,0
105775,0,F,Y,Y,0
105776,0,F,N,Y,0
105777,0,F,N,Y,0
105778,0,F,N,Y,0
105779,0,F,N,Y,0
105780,0,F,Y,Y,1
105782,0,F,Y,Y,0
105783,0,M,Y,Y,0
105785,0,F,N,Y,0
105786,0,F,N,Y,0
105787,0,F,N,Y,0
105788,1,F,N,Y,0
105789,0,F,N,Y,1
105790,0,M,Y,N,0
105792,0,F,Y,Y,0
105793,0,F,Y,Y,2
105794,0,F,N,Y,0
105795,0,F,N,Y,1
105796,0,F,N,Y,0
105797,1,F,N,N,0
105798,1,F,N,Y,0
105799,0,F,Y,N,1
105800,0,F,Y,Y,1
105801,0,F,N,Y,0
105803,0,F,N,Y,2
105804,0,F,N,Y,0
105805,0,F,Y,Y,0
105806,0,F,N,Y,2
105808,0,M,N,N,0
105810,0,F,Y,Y,2
105811,0,F,N,Y,0
105812,0,F,N,Y,0
105813,0,F,N,Y,0
105814,0,F,Y,Y,0
105815,0,F,N,Y,0
105818,0,F,N,Y,0
105819,0,F,Y,Y,0
105820,0,M,Y,Y,0
105821,0,M,Y,Y,0
105822,0,F,N,N,0
105823,0,F,N,Y,0
105825,0,M,N,Y,0
105826,0,F,N,Y,0
105827,0,F,Y,Y,1
105829,0,M,N,Y,1
105830,0,F,N,Y,0
105831,1,F,Y,Y,2
105833,0,M,Y,Y,1
105834,0,F,N,Y,0
105835,0,F,N,N,1
105836,0,F,N,N,2
105837,0,M,N,Y,0
105838,0,F,N,Y,0
105839,0,F,N,Y,0
105840,0,F,N,Y,0
105841,0,F,N,N,0
105842,0,F,Y,Y,1
105843,0,F,Y,N,0
105844,0,F,N,Y,0
105845,0,F,Y,Y,2
105847,0,F,N,Y,0
105848,0,F,N,Y,1
105849,0,M,Y,Y,1
105850,0,F,N,Y,1
105851,0,F,N,N,0
105852,0,F,N,Y,0
105853,0,F,N,Y,1
105854,0,F,N,Y,0
105855,0,F,Y,N,1
105857,0,F,N,Y,1
105858,0,F,N,Y,0
105859,0,F,N,Y,0
105860,0,F,Y,Y,1
105861,0,M,N,Y,2
105862,0,F,Y,Y,0
105863,0,F,N,Y,1
105864,0,F,N,Y,2
105866,0,F,N,Y,0
105867,0,F,N,N,1
105868,0,F,N,Y,0
105869,0,F,N,N,0
105870,0,F,N,Y,1
105871,0,M,N,Y,0
105872,0,F,N,N,0
105873,0,F,Y,Y,0
105874,1,F,N,Y,1
105875,0,F,Y,Y,0
105876,0,F,Y,N,0
105877,0,F,N,Y,0
105878,0,F,Y,Y,0
105879,1,F,Y,N,0
105881,0,F,N,N,0
105882,0,F,Y,Y,0
105883,0,F,N,Y,0
105884,0,F,N,Y,0
105885,1,F,N,Y,2
105886,0,F,Y,Y,0
105887,0,F,N,Y,0
105889,1,F,N,Y,1
105890,0,F,N,Y,0
105891,0,F,Y,N,1
105892,0,F,Y,Y,2
105893,0,F,N,Y,1
105894,0,F,N,N,0
105895,0,F,Y,Y,2
105896,0,F,Y,Y,0
105897,0,M,N,Y,0
105898,0,F,N,N,0
105900,0,F,Y,Y,2
105901,0,F,N,N,1
105902,0,F,Y,Y,0
105903,0,F,Y,Y,0
105904,0,F,Y,Y,0
105905,0,F,Y,Y,0
105907,0,F,N,N,0
105908,0,F,Y,Y,0
105909,0,F,N,N,0
105910,0,F,N,Y,0
105911,0,F,N,Y,0
105912,1,M,Y,Y,1
105913,0,F,N,Y,0
105914,0,F,Y,Y,0
105915,0,F,Y,Y,1
105917,1,M,N,Y,2
105918,0,F,N,Y,1
105919,0,F,Y,Y,1
105920,0,F,Y,Y,1
105921,1,F,N,Y,0
105922,0,F,N,Y,0
105924,0,F,N,Y,0
105925,1,F,Y,N,0
105926,0,F,N,N,0
105927,0,F,N,Y,0
105928,0,F,N,N,0
105929,0,F,N,Y,2
105930,0,M,N,Y,0
105931,0,F,N,Y,0
105932,0,F,Y,N,2
105933,0,F,Y,Y,0
105934,0,M,N,Y,1
105935,0,F,N,Y,0
105936,0,F,N,Y,0
105939,0,F,N,Y,0
105940,0,F,N,Y,0
105941,0,F,N,Y,0
105942,0,M,N,N,0
105943,0,F,Y,Y,0
105944,0,F,N,Y,1
105945,0,F,N,N,0
105946,1,F,N,Y,0
105947,1,F,Y,Y,2
105948,0,M,N,Y,0
105949,0,F,Y,Y,0
105950,0,F,N,Y,0
105951,0,F,Y,Y,0
105952,0,F,N,N,0
105954,0,F,N,Y,0
105955,0,F,N,Y,4
105956,0,F,N,Y,1
105957,0,F,N,Y,1
105958,1,F,Y,Y,1
105959,0,F,Y,N,1
105960,0,M,N,Y,0
105961,0,F,N,N,2
105962,0,F,N,Y,0
105963,0,F,Y,Y,2
105964,0,F,N,Y,0
105967,0,F,N,Y,1
105969,0,M,N,Y,0
105970,0,F,Y,N,0
105971,0,F,N,N,0
105972,0,F,N,N,1
105974,0,F,Y,Y,0
105975,0,M,Y,Y,1
105977,0,F,Y,Y,0
105980,0,F,Y,N,0
105981,0,F,N,Y,0
105982,0,F,Y,Y,0
105984,0,F,N,Y,0
105986,0,F,N,N,0
105987,0,F,Y,Y,1
105988,0,F,N,Y,0
105989,0,F,Y,N,0
105990,0,M,N,Y,0
105992,0,F,N,Y,0
105993,0,F,N,Y,0
105994,0,M,N,Y,2
105995,0,F,N,Y,2
105996,0,F,N,Y,0
105997,1,F,Y,Y,0
106003,0,F,N,N,0
106004,0,F,Y,Y,1
106005,0,F,N,N,1
106006,0,F,N,Y,2
106007,0,M,N,Y,0
106008,0,M,Y,Y,0
106012,0,M,Y,Y,0
106014,0,F,Y,N,0
106016,0,F,Y,N,2
106017,0,M,Y,N,0
106018,0,F,N,Y,0
106019,1,F,Y,Y,0
106020,0,F,Y,Y,0
106021,0,F,N,N,1
106022,1,F,Y,N,1
106023,0,F,N,Y,0
106024,0,F,N,Y,0
106025,0,F,N,Y,0
106027,0,F,Y,N,1
106028,0,F,N,Y,0
106029,0,M,N,Y,0
106030,0,F,Y,Y,0
106031,0,F,N,Y,0
106033,0,F,N,Y,0
106034,0,F,N,Y,0
106036,1,F,N,Y,2
106037,0,F,N,Y,0
106038,0,M,N,N,1
106039,0,F,Y,Y,0
106042,0,F,N,Y,0
106043,0,F,N,Y,0
106045,0,M,N,Y,0
106046,0,F,Y,Y,1
106047,0,F,Y,N,0
106048,0,F,N,N,2
106049,0,F,Y,N,0
106050,1,F,N,Y,0
106051,0,F,N,N,0
106052,1,F,N,Y,0
106055,0,M,N,Y,0
106056,0,F,N,Y,0
106057,0,F,Y,N,0
106058,0,F,Y,Y,1
106059,0,F,N,Y,0
106060,0,F,N,N,0
106061,0,F,Y,Y,0
106062,0,F,N,Y,3
106063,0,F,N,Y,1
106064,0,M,N,Y,0
106066,1,F,N,Y,0
106067,1,F,N,Y,0
106068,0,F,N,Y,0
106069,0,F,Y,Y,0
106070,0,M,N,Y,0
106071,0,F,N,Y,1
106072,0,F,Y,Y,0
106073,0,F,N,Y,0
106074,1,F,Y,Y,1
106075,0,F,N,Y,0
106076,0,F,N,Y,0
106077,0,F,N,N,1
106078,0,M,N,Y,0
106079,0,M,N,N,0
106080,0,F,Y,Y,1
106082,0,F,Y,Y,0
106084,0,F,N,N,0
106085,0,F,N,Y,0
106086,0,F,N,Y,0
106088,0,F,N,Y,0
106089,0,F,N,Y,0
106091,0,F,N,Y,0
106092,0,F,Y,N,0
106093,1,M,Y,N,1
106094,0,F,N,Y,0
106095,0,F,Y,N,0
106096,0,F,N,Y,1
106097,0,F,N,Y,0
106098,0,M,Y,Y,0
106099,0,F,N,Y,1
106100,0,F,N,Y,0
106104,1,F,N,Y,0
106105,0,F,N,Y,0
106106,0,F,N,Y,0
106107,0,M,N,N,0
106108,0,F,N,Y,0
106110,0,F,N,Y,1
106111,0,F,Y,Y,0
106112,0,F,Y,Y,1
106113,0,F,N,N,0
106114,0,M,N,Y,0
106115,0,F,Y,Y,0
106118,0,F,N,Y,0
106119,0,M,Y,Y,0
106120,0,F,N,Y,1
106121,0,F,N,N,0
106122,1,F,N,N,0
106123,0,F,N,Y,1
106124,0,M,N,N,0
106125,0,F,Y,Y,0
106126,0,F,Y,N,1
106127,0,F,N,N,0
106128,0,M,N,Y,0
106129,0,F,Y,N,0
106130,1,M,Y,Y,0
106131,0,F,N,N,0
106132,0,F,Y,N,0
106133,0,M,N,N,0
106134,0,F,Y,Y,0
106135,0,F,N,Y,2
106136,0,F,N,N,0
106137,0,F,N,N,0
106138,0,F,N,N,0
106139,0,M,N,Y,0
106140,0,F,N,Y,0
106141,0,F,Y,Y,3
106142,0,F,Y,Y,0
106143,0,F,N,Y,0
106144,0,F,N,Y,0
106145,0,M,Y,Y,0
106146,0,F,N,Y,0
106147,0,F,Y,N,0
106148,0,F,Y,Y,0
106149,0,F,N,N,0
106151,0,M,Y,N,0
106152,0,M,N,N,0
106153,0,F,N,N,0
106154,0,F,N,N,0
106156,0,F,N,N,0
106157,0,F,N,Y,0
106158,0,M,N,Y,0
106159,0,F,N,N,0
106160,0,F,Y,N,1
106161,0,F,N,Y,1
106162,0,M,N,Y,2
106164,0,M,N,Y,1
106165,0,F,N,N,0
106167,0,F,Y,Y,0
106168,0,F,Y,N,0
106169,0,F,Y,Y,0
106170,0,M,Y,Y,2
106171,0,M,N,Y,0
106172,0,M,Y,Y,1
106173,0,M,N,N,0
106174,0,F,N,Y,0
106175,0,M,Y,Y,0
106177,0,M,Y,Y,2
106179,0,F,N,Y,0
106180,0,F,N,Y,0
106181,0,F,N,Y,0
106182,0,F,Y,N,2
106183,0,F,Y,Y,1
106185,0,F,Y,Y,2
106186,0,F,N,N,0
106187,0,F,N,N,0
106188,0,F,Y,N,1
106190,0,F,N,Y,0
106191,0,F,Y,Y,0
106193,0,F,N,N,0
106194,0,F,Y,Y,0
106195,0,F,N,Y,0
106196,0,F,Y,Y,1
106197,0,F,N,Y,0
106198,0,F,N,N,0
106201,0,M,Y,Y,1
106202,0,F,Y,Y,1
106203,0,F,N,N,0
106204,0,F,N,N,1
106207,0,F,N,Y,0
106208,0,F,N,N,1
106209,0,F,Y,Y,0
106210,0,M,N,Y,0
106212,0,F,N,N,0
106213,0,F,N,Y,0
106215,0,F,N,Y,0
106218,0,F,N,Y,0
106219,1,F,Y,Y,0
106220,0,F,Y,Y,0
106221,0,M,N,N,0
106222,0,F,N,Y,1
106223,0,F,N,Y,2
106224,0,M,N,Y,1
106227,0,F,Y,Y,0
106228,0,F,N,N,2
106229,0,F,N,Y,0
106230,0,M,Y,Y,0
106231,0,M,N,Y,0
106232,0,F,N,Y,1
106233,0,M,Y,Y,1
106234,0,F,N,N,2
106235,0,F,N,N,0
106236,0,F,N,Y,0
106237,0,F,N,Y,0
106238,0,M,N,Y,1
106239,0,F,N,N,0
106240,0,F,N,Y,1
106241,1,M,Y,Y,1
106242,0,F,N,Y,1
106243,0,F,Y,N,1
106244,0,F,N,Y,0
106245,0,F,Y,Y,0
106246,0,F,N,N,0
106247,0,F,N,Y,1
106248,0,F,N,N,0
106250,0,F,N,Y,1
106251,0,M,Y,Y,0
106252,0,F,Y,Y,0
106253,0,F,Y,Y,0
106254,0,M,Y,Y,0
106255,0,F,Y,Y,0
106257,0,F,N,Y,0
106259,0,F,N,Y,0
106260,0,F,Y,Y,0
106263,0,F,N,N,0
106265,0,F,N,Y,2
106266,0,F,N,Y,1
106268,0,M,N,N,0
106269,0,F,N,Y,2
106270,0,F,N,Y,0
106272,0,F,N,Y,0
106273,0,F,N,Y,1
106274,0,F,N,Y,0
106278,0,F,N,N,2
106279,0,F,N,N,1
106280,0,F,N,Y,0
106281,0,F,N,Y,0
106282,0,F,N,N,1
106283,0,F,N,Y,0
106284,0,M,Y,Y,0
106287,0,F,N,N,0
106288,0,F,N,Y,2
106289,0,F,N,Y,0
106291,0,F,N,N,0
106292,0,F,Y,Y,0
106294,0,F,N,Y,0
106299,0,F,Y,N,0
106300,0,F,N,N,0
106301,0,F,N,Y,0
106302,0,F,Y,N,1
106303,0,F,N,Y,2
106304,0,F,Y,Y,1
106305,0,F,N,Y,2
106306,0,F,N,N,0
106307,0,F,Y,Y,2
106308,0,M,N,N,0
106309,0,F,N,Y,0
106310,0,M,N,N,0
106312,0,F,N,N,0
106313,0,F,N,Y,0
106315,0,F,Y,Y,0
106316,0,F,N,N,0
106317,0,F,Y,Y,0
106318,0,F,N,Y,0
106319,0,F,N,Y,0
106321,0,F,N,N,0
106322,0,M,N,N,0
106323,0,F,Y,Y,0
106324,0,F,N,Y,0
106325,0,F,N,N,0
106326,0,F,N,Y,0
106327,0,F,N,N,0
106328,0,F,N,N,0
106329,0,F,N,Y,0
106331,0,F,Y,Y,0
106332,0,F,Y,N,0
106333,0,F,N,Y,0
106335,0,M,N,N,0
106336,0,F,Y,Y,0
106337,0,M,N,Y,1
106340,0,F,Y,Y,0
106341,0,M,N,Y,0
106342,0,F,Y,N,1
106343,1,F,N,N,0
106344,0,F,Y,N,0
106345,0,F,Y,Y,0
106348,1,F,Y,N,0
106350,0,M,N,Y,0
106351,0,F,N,Y,0
106352,0,F,N,Y,1
106353,0,F,N,Y,0
106355,0,F,Y,Y,0
106356,0,F,N,N,1
106357,0,F,Y,Y,0
106358,1,F,N,Y,0
106359,0,F,Y,Y,0
106361,0,F,N,Y,2
106362,0,F,N,Y,0
106363,0,M,Y,Y,0
106364,0,F,N,Y,1
106365,0,F,N,Y,1
106366,0,F,N,Y,1
106367,0,F,N,Y,0
106368,0,F,N,Y,0
106370,0,M,Y,Y,0
106371,0,F,N,Y,0
106372,0,F,N,Y,2
106374,0,M,Y,Y,0
106375,0,F,N,N,0
106376,0,F,N,N,0
106378,0,F,Y,Y,1
106379,0,M,N,Y,0
106380,0,M,Y,Y,0
106381,1,F,N,N,0
106382,0,M,N,N,0
106383,0,F,Y,Y,0
106384,1,F,Y,N,1
106385,0,M,Y,Y,0
